review_id,date,review_rating,title,text,votes,url,language,platform,author_id,author_name,author_username,name,id,description,rating,rating_count,features
864290614,2022-10-12,1,A large impersonal place with an on time check in problem and other issues,"If you are looking for a huge, grand hotel experience, this place may be for you, but I found it to be impersonal and the staff lacking warmth and sometimes manners. They seem to avoid engagement with guests whenever possible. Add that to the fact that each morning and evening, there are 2 or 3 bus loads of tour groups gathering in the lobby and right outside the hotel. When I encountered this on my first evening and needed a taxi, I asked the doorman whether he could get me a taxi or whether I should order an Uber. He simply nodded and walked away, so I ordered an Uber.

The checkin counter must be understaffed, as I had to wait in a long line for about 15 minutes, only to be told that my room was not ready. Official checkin is 2pm, but my room was not ready until 5pm. I should have taken seriously the many previous TripAdvisor reviewers who had the same experience. They gave me a drink voucher in the bar as compensation, but I didn’t use it because I wasn’t in the mood for a drink after international travel or any other day because I’m not a bar person. And the checkin person said he would phone me when my room was ready but never did. I only found out it was ready after checking.

The breakfast buffet is fine but nothing special and over my 3 days there, several times I bumped into servers who cut me off or crossed in front of me as I navigated to and from the buffet. I had dinner in the restaurant straight from a long day of exploring and apparently didn’t meet the maitre d’s standards, as he tried everything in his power to avoid seating me in the mostly empty restaurant at 6:15pm. Finally, he phoned the front desk to verify that I was a hotel guest and ran out of excuses. After all that trouble, I found the menu limited, the food mediocre and the service bordering on surly.

My suite was large and nice, although there was very low water pressure in the shower. And oddly, despite mirrors everywhere, not one was full length. Also, all of the glasses and coffee mugs in the minibar were dirty.

So one star for the decent room and for the two people working there who were genuinely nice to me during my 3 days there.",1,/ShowUserReviews-g187147-d207742-r864290614-InterContinental_Paris_Le_Grand-Paris_Ile_de_France.html,en,MOBILE,E488EBBA1F82F16BF878FE274C735941,Anna J,AnnaJ250,InterContinental Paris - Le Grand,207742,"The InterContinental Paris Le Grand, opened during the reign of Napoleon III, is located in the very heart of the city: across the street from the Opéra Garnier, close to some of the best-known Parisian attractions, world-famous department stores and the wonderful Place Vendôme. The hotel contains 470 rooms, all richly decorated in the colours of the Opéra, and a warmly illuminated haven of peace and serenity in the bustle of Parisian life: la Verrière.",4.5,3517.0,"['roomFeatures_air conditioning', 'roomFeatures_housekeeping', 'roomFeatures_private balcony', 'roomFeatures_room service', 'roomFeatures_minibar', 'roomFeatures_refrigerator', 'roomFeatures_flatscreen tv', 'roomFeatures_on-demand movies', 'roomTypes_non-smoking rooms', 'roomTypes_suites', 'roomTypes_family rooms', 'propertyAmenities_parking', 'propertyAmenities_free internet', 'propertyAmenities_hot tub', 'propertyAmenities_fitness center with gym / workout room', 'propertyAmenities_bar / lounge', 'propertyAmenities_babysitting', 'propertyAmenities_airport transportation', 'propertyAmenities_business center with internet access']"
864049819,2022-10-10,4,Good hotel with rude waiter,"We went to this hotel just this month
We have 3 Junior suites.
The hotel is very beautiful with a very excellent location
   The staff at reception are good and nice.. the cleaning ladies are excellent... I really enjoyed my stay until I decided to try the breakfast!!
   Oh my God it ruined my entire stay!!  With this lady who bears the name (K), when she saw us two women offered us the first table in the entrance, I asked her if there was another table in the balcony, she started screaming I don't have a look, I don't!!  I said: Can you check please as I refer to the many tables available!!  She screams no, I don't have this available for 4 people with her 4 fingers and you 2!!  I said we are 3 brother on the way!!  She said and still she screamed: You can have it!  I said why are you angry with us?  She looks at me from top to bottom and turns and leaves us without saying a word!!

   Oh my God, I couldn't yell at her because I wouldn't get down to that level with her!!  But in fact this ruined all my stay and we are all still not getting past it!!  Since we didn't do anything, we respectfully asked for another table!

Do you think she came back and said sorry i didn’t mean it ! No !! She keep give me that look the whole time in the breakfast !! 

I have never go back to the breakfast its really embarrassed .

Thats hotel with every thing good how they let staff like her to work there i didn’t came to have this angry face first things in the morning !!

Other than that, the hotel is very beautiful and the location is excellent",1,/ShowUserReviews-g187147-d207742-r864049819-InterContinental_Paris_Le_Grand-Paris_Ile_de_France.html,en,MOBILE,4A830AD8B128F60AC02E83D6B6A530F7,QATAR2007,QATAR2007,InterContinental Paris - Le Grand,207742,"The InterContinental Paris Le Grand, opened during the reign of Napoleon III, is located in the very heart of the city: across the street from the Opéra Garnier, close to some of the best-known Parisian attractions, world-famous department stores and the wonderful Place Vendôme. The hotel contains 470 rooms, all richly decorated in the colours of the Opéra, and a warmly illuminated haven of peace and serenity in the bustle of Parisian life: la Verrière.",4.5,3517.0,"['roomFeatures_air conditioning', 'roomFeatures_housekeeping', 'roomFeatures_private balcony', 'roomFeatures_room service', 'roomFeatures_minibar', 'roomFeatures_refrigerator', 'roomFeatures_flatscreen tv', 'roomFeatures_on-demand movies', 'roomTypes_non-smoking rooms', 'roomTypes_suites', 'roomTypes_family rooms', 'propertyAmenities_parking', 'propertyAmenities_free internet', 'propertyAmenities_hot tub', 'propertyAmenities_fitness center with gym / workout room', 'propertyAmenities_bar / lounge', 'propertyAmenities_babysitting', 'propertyAmenities_airport transportation', 'propertyAmenities_business center with internet access']"
863952022,2022-10-10,5,Fantastic,"Absolutely top-notch. Room, service, bed, pillows, aircon, furnishings, food, every single member of staff, location, english TV channels, public areas, all perfect.

Had a lovely delivery of a cake and bottle of champagne for our wedding anniversary with a nice card from the GM.

The only single negative was one day it looked like housekeeping got called away and forgot to finish the room. Supplies of tea and coffee were not replenished and used mugs and glasses not relaced. Quick phone call and it was rectified within 20 minutes. That's it - the only tiny thing I could criticise in a whole week staying there.

",0,/ShowUserReviews-g187147-d207742-r863952022-InterContinental_Paris_Le_Grand-Paris_Ile_de_France.html,en,OTHER,AA2958C3E083861E81EEC085671BAA5B,aji1376,aji1376,InterContinental Paris - Le Grand,207742,"The InterContinental Paris Le Grand, opened during the reign of Napoleon III, is located in the very heart of the city: across the street from the Opéra Garnier, close to some of the best-known Parisian attractions, world-famous department stores and the wonderful Place Vendôme. The hotel contains 470 rooms, all richly decorated in the colours of the Opéra, and a warmly illuminated haven of peace and serenity in the bustle of Parisian life: la Verrière.",4.5,3517.0,"['roomFeatures_air conditioning', 'roomFeatures_housekeeping', 'roomFeatures_private balcony', 'roomFeatures_room service', 'roomFeatures_minibar', 'roomFeatures_refrigerator', 'roomFeatures_flatscreen tv', 'roomFeatures_on-demand movies', 'roomTypes_non-smoking rooms', 'roomTypes_suites', 'roomTypes_family rooms', 'propertyAmenities_parking', 'propertyAmenities_free internet', 'propertyAmenities_hot tub', 'propertyAmenities_fitness center with gym / workout room', 'propertyAmenities_bar / lounge', 'propertyAmenities_babysitting', 'propertyAmenities_airport transportation', 'propertyAmenities_business center with internet access']"
863793066,2022-10-09,4,"Amidst the chaos of Fashion week, their service and warmth shines !","We stayed during the Paris Fashion Week Chaos. By Chaos I mean 100% occupancy rates , masses of people in the hotel lobby daily , packed breakfasts, traffic jams and no taxis available in the middle of Paris. However, this hotel managed to keep things running efficiently & effortlessly, with every staff giving a smile, polite greeting or a simple Bonjour Madame each time you walk by. You feel the warmth of service even though you know that they are stretched . Yes, I didn’t get my guaranteed upgrade as an Ambassador member but I get it that the hotel is so full and appreciated that they gave me a very large Premium room on the top floor as per my request and even threw in a bottle of champagne and platter of macaroons to celebrate my anniversary with my hubby. This was better than any upgrade. Room was nicely refurbished, bed was very comfortable and the housekeeping team was excellent. Location is excellent as you are at the centre of town. I will return for sure!",0,/ShowUserReviews-g187147-d207742-r863793066-InterContinental_Paris_Le_Grand-Paris_Ile_de_France.html,en,MOBILE,DE4AB96DA3E104846D6D6423C2DAA4C8,jelinc2016,jelinc2016,InterContinental Paris - Le Grand,207742,"The InterContinental Paris Le Grand, opened during the reign of Napoleon III, is located in the very heart of the city: across the street from the Opéra Garnier, close to some of the best-known Parisian attractions, world-famous department stores and the wonderful Place Vendôme. The hotel contains 470 rooms, all richly decorated in the colours of the Opéra, and a warmly illuminated haven of peace and serenity in the bustle of Parisian life: la Verrière.",4.5,3517.0,"['roomFeatures_air conditioning', 'roomFeatures_housekeeping', 'roomFeatures_private balcony', 'roomFeatures_room service', 'roomFeatures_minibar', 'roomFeatures_refrigerator', 'roomFeatures_flatscreen tv', 'roomFeatures_on-demand movies', 'roomTypes_non-smoking rooms', 'roomTypes_suites', 'roomTypes_family rooms', 'propertyAmenities_parking', 'propertyAmenities_free internet', 'propertyAmenities_hot tub', 'propertyAmenities_fitness center with gym / workout room', 'propertyAmenities_bar / lounge', 'propertyAmenities_babysitting', 'propertyAmenities_airport transportation', 'propertyAmenities_business center with internet access']"
863631994,2022-10-08,2,Not worth the effort or money,"This hotel is not worth the effort or the price. I love intercontinental hotels but this one is bad. Points as below :
1. No hot water in shower
2. Shower too slow inspite of informing again and again
3. No accessibility to kids strollers, effort everytime to pick it up
4. Room has a dilapidated look
5. Not worth the price at all and we paid a lot

Try some other property this one is worth the skip. Not the intercontinental that you expect",0,/ShowUserReviews-g187147-d207742-r863631994-InterContinental_Paris_Le_Grand-Paris_Ile_de_France.html,en,MOBILE,DE02D713F209AEC684DC6108509E6912,VikaasK,VikaasK,InterContinental Paris - Le Grand,207742,"The InterContinental Paris Le Grand, opened during the reign of Napoleon III, is located in the very heart of the city: across the street from the Opéra Garnier, close to some of the best-known Parisian attractions, world-famous department stores and the wonderful Place Vendôme. The hotel contains 470 rooms, all richly decorated in the colours of the Opéra, and a warmly illuminated haven of peace and serenity in the bustle of Parisian life: la Verrière.",4.5,3517.0,"['roomFeatures_air conditioning', 'roomFeatures_housekeeping', 'roomFeatures_private balcony', 'roomFeatures_room service', 'roomFeatures_minibar', 'roomFeatures_refrigerator', 'roomFeatures_flatscreen tv', 'roomFeatures_on-demand movies', 'roomTypes_non-smoking rooms', 'roomTypes_suites', 'roomTypes_family rooms', 'propertyAmenities_parking', 'propertyAmenities_free internet', 'propertyAmenities_hot tub', 'propertyAmenities_fitness center with gym / workout room', 'propertyAmenities_bar / lounge', 'propertyAmenities_babysitting', 'propertyAmenities_airport transportation', 'propertyAmenities_business center with internet access']"
862073785,2022-09-26,4,Not quite up to Intercontinental standards,"We had a one night stay prior to taking the Eurostar to London. We arrived around 3 15pm and had to wait in line nearly 40 minutes. When we did get to the front desk, we were told that our room was not ready which was surprising since it was now 4pm. We went out for a snack and we’re called to say our room was ready. Our room was large and very nice with a reasonable price ( for Paris) and the location is good. This is a good spot for a first time visitor but Paris offers many smaller spots with charm and a more French atmosphere",0,/ShowUserReviews-g187147-d207742-r862073785-InterContinental_Paris_Le_Grand-Paris_Ile_de_France.html,en,MOBILE,BA9F96090F35C7A562E550825BAB4B32,badgerken2019,badgerken2019,InterContinental Paris - Le Grand,207742,"The InterContinental Paris Le Grand, opened during the reign of Napoleon III, is located in the very heart of the city: across the street from the Opéra Garnier, close to some of the best-known Parisian attractions, world-famous department stores and the wonderful Place Vendôme. The hotel contains 470 rooms, all richly decorated in the colours of the Opéra, and a warmly illuminated haven of peace and serenity in the bustle of Parisian life: la Verrière.",4.5,3517.0,"['roomFeatures_air conditioning', 'roomFeatures_housekeeping', 'roomFeatures_private balcony', 'roomFeatures_room service', 'roomFeatures_minibar', 'roomFeatures_refrigerator', 'roomFeatures_flatscreen tv', 'roomFeatures_on-demand movies', 'roomTypes_non-smoking rooms', 'roomTypes_suites', 'roomTypes_family rooms', 'propertyAmenities_parking', 'propertyAmenities_free internet', 'propertyAmenities_hot tub', 'propertyAmenities_fitness center with gym / workout room', 'propertyAmenities_bar / lounge', 'propertyAmenities_babysitting', 'propertyAmenities_airport transportation', 'propertyAmenities_business center with internet access']"
861021031,2022-09-20,5,Luxury in the heart of the city,"We were very impressed with the intercontinental La grande. The location is excellent being right beside the opera. Walking distance to pretty much everything in the city. If you have the opportunity you should splurge for the club floor benefits. Champagne in the afternoon and a great breakfast in the morning. The rooms are quite large and the bed linen is to die for. Great amenities all around. Concierge service is also well represented. We had dinner at Café de La Paix one night and were impressed with the decor. Overall for a luxury hotel in Paris, the price is quite reasonable and I can highly recommend it.",0,/ShowUserReviews-g187147-d207742-r861021031-InterContinental_Paris_Le_Grand-Paris_Ile_de_France.html,en,OTHER,CB65D8DF04EEB78702BB03F39BAC6717,BadBenito,BadBenito,InterContinental Paris - Le Grand,207742,"The InterContinental Paris Le Grand, opened during the reign of Napoleon III, is located in the very heart of the city: across the street from the Opéra Garnier, close to some of the best-known Parisian attractions, world-famous department stores and the wonderful Place Vendôme. The hotel contains 470 rooms, all richly decorated in the colours of the Opéra, and a warmly illuminated haven of peace and serenity in the bustle of Parisian life: la Verrière.",4.5,3517.0,"['roomFeatures_air conditioning', 'roomFeatures_housekeeping', 'roomFeatures_private balcony', 'roomFeatures_room service', 'roomFeatures_minibar', 'roomFeatures_refrigerator', 'roomFeatures_flatscreen tv', 'roomFeatures_on-demand movies', 'roomTypes_non-smoking rooms', 'roomTypes_suites', 'roomTypes_family rooms', 'propertyAmenities_parking', 'propertyAmenities_free internet', 'propertyAmenities_hot tub', 'propertyAmenities_fitness center with gym / workout room', 'propertyAmenities_bar / lounge', 'propertyAmenities_babysitting', 'propertyAmenities_airport transportation', 'propertyAmenities_business center with internet access']"
860421664,2022-09-16,5,Beautiful,"Visited for my birthday and everything was just beautiful, the staff on reception were friendly and welcoming, our room had a stylish charm to it and had everything we needed.
This hotel is right beside the Opera house and the Roissy bus to and from the airport (CDG) stops 2 minutes from the hotel, very convenient. 
Breakfast was excellent and we had a lovely dinner in the restaurant one evening and a more informal meal in the bar another day. Everything was very good.

Everywhere in Paris is easily accessible from this location. We did a city sightseeing tour, visited the Louvre, Montmartre and went to a Paris SG football, all very enjoyable.

One small negative was one day I sat for maybe 30 minutes in a  quiet area in the back of the lobby and a security guard passed me a number of times and then rudely demanded by room number and I think I was only left alone because I answered him quickly. I was appropriately dressed, sitting quietly and this seemed over the top. 

Overall everything was lovely and we would be delighted to return some time.",0,/ShowUserReviews-g187147-d207742-r860421664-InterContinental_Paris_Le_Grand-Paris_Ile_de_France.html,en,OTHER,9D8328D86D62AFA560367B6F81565010,Shivers2612,Shivers2612,InterContinental Paris - Le Grand,207742,"The InterContinental Paris Le Grand, opened during the reign of Napoleon III, is located in the very heart of the city: across the street from the Opéra Garnier, close to some of the best-known Parisian attractions, world-famous department stores and the wonderful Place Vendôme. The hotel contains 470 rooms, all richly decorated in the colours of the Opéra, and a warmly illuminated haven of peace and serenity in the bustle of Parisian life: la Verrière.",4.5,3517.0,"['roomFeatures_air conditioning', 'roomFeatures_housekeeping', 'roomFeatures_private balcony', 'roomFeatures_room service', 'roomFeatures_minibar', 'roomFeatures_refrigerator', 'roomFeatures_flatscreen tv', 'roomFeatures_on-demand movies', 'roomTypes_non-smoking rooms', 'roomTypes_suites', 'roomTypes_family rooms', 'propertyAmenities_parking', 'propertyAmenities_free internet', 'propertyAmenities_hot tub', 'propertyAmenities_fitness center with gym / workout room', 'propertyAmenities_bar / lounge', 'propertyAmenities_babysitting', 'propertyAmenities_airport transportation', 'propertyAmenities_business center with internet access']"
856124006,2022-08-24,5,Great old fashioned quality service,"All I can say is we found good old fashioned five star service in this hotel. This is service that we haven’t been seeing in top rated hotels around the world. It is great that the inter continental Le Grand preserves this level of quality in everything, staff hospitality, room cleanliness, assistance, food service, etc. Their level of quality is un- matched.",1,/ShowUserReviews-g187147-d207742-r856124006-InterContinental_Paris_Le_Grand-Paris_Ile_de_France.html,en,OTHER,82C9562F2314BE52F0CD417EC6034CE2,Nouf M,noufm716,InterContinental Paris - Le Grand,207742,"The InterContinental Paris Le Grand, opened during the reign of Napoleon III, is located in the very heart of the city: across the street from the Opéra Garnier, close to some of the best-known Parisian attractions, world-famous department stores and the wonderful Place Vendôme. The hotel contains 470 rooms, all richly decorated in the colours of the Opéra, and a warmly illuminated haven of peace and serenity in the bustle of Parisian life: la Verrière.",4.5,3517.0,"['roomFeatures_air conditioning', 'roomFeatures_housekeeping', 'roomFeatures_private balcony', 'roomFeatures_room service', 'roomFeatures_minibar', 'roomFeatures_refrigerator', 'roomFeatures_flatscreen tv', 'roomFeatures_on-demand movies', 'roomTypes_non-smoking rooms', 'roomTypes_suites', 'roomTypes_family rooms', 'propertyAmenities_parking', 'propertyAmenities_free internet', 'propertyAmenities_hot tub', 'propertyAmenities_fitness center with gym / workout room', 'propertyAmenities_bar / lounge', 'propertyAmenities_babysitting', 'propertyAmenities_airport transportation', 'propertyAmenities_business center with internet access']"
856016947,2022-08-23,5,Best location and platform to visit Paris,"Our family of 4 plus a friend enjoyed the great location of hotel very much. Service was excellent, except at the start it was challenging to get few minor things sorted out (bath towels were missing from one room). Breakfast was perfect and we also enjoyed dinner in the hotel brasserie (menu and service were very good).",0,/ShowUserReviews-g187147-d207742-r856016947-InterContinental_Paris_Le_Grand-Paris_Ile_de_France.html,en,MOBILE,266247D26801AA5B479974849CAA8210,JanKritz,JanKritz,InterContinental Paris - Le Grand,207742,"The InterContinental Paris Le Grand, opened during the reign of Napoleon III, is located in the very heart of the city: across the street from the Opéra Garnier, close to some of the best-known Parisian attractions, world-famous department stores and the wonderful Place Vendôme. The hotel contains 470 rooms, all richly decorated in the colours of the Opéra, and a warmly illuminated haven of peace and serenity in the bustle of Parisian life: la Verrière.",4.5,3517.0,"['roomFeatures_air conditioning', 'roomFeatures_housekeeping', 'roomFeatures_private balcony', 'roomFeatures_room service', 'roomFeatures_minibar', 'roomFeatures_refrigerator', 'roomFeatures_flatscreen tv', 'roomFeatures_on-demand movies', 'roomTypes_non-smoking rooms', 'roomTypes_suites', 'roomTypes_family rooms', 'propertyAmenities_parking', 'propertyAmenities_free internet', 'propertyAmenities_hot tub', 'propertyAmenities_fitness center with gym / workout room', 'propertyAmenities_bar / lounge', 'propertyAmenities_babysitting', 'propertyAmenities_airport transportation', 'propertyAmenities_business center with internet access']"
